ICD9_CODE,SHORT_TITLE,Count
"""E8788""","""Abn react-surg proc NEC""",53
"""V090""","""Inf mcrg rstn pncllins""",52
"""27652""","""Hypovolemia""",52
"""2763""","""Alkalosis""",51
"""60000""","""BPH w/o urinary obs/LUTS""",50
"""41400""","""Cor ath unsp vsl ntv/gft""",49
"""V667""","""Encountr palliative care""",49
"""591""","""Hydronephrosis""",48
"""4168""","""Chr pulmon heart dis NEC""",47
"""45829""","""Iatrogenc hypotnsion NEC""",46
"""49390""","""Asthma NOS""",46
"""6826""","""Cellulitis of leg""",46
"""2869""","""Coagulat defect NEC/NOS""",45
"""78820""","""Retention urine NOS""",45
"""4254""","""Prim cardiomyopathy NEC""",45
"""79092""","""Abnrml coagultion prfile""",45
"""5712""","""Alcohol cirrhosis liver""",44
"""30000""","""Anxiety state NOS""",44
"""07054""","""Chrnc hpt C wo hpat coma""",44
"""4439""","""Periph vascular dis NOS""",44
"""1977""","""Second malig neo liver""",44
"""5770""","""Acute pancreatitis""",43
"""42833""","""Ac on chr diast hrt fail""",43
"""5601""","""Paralytic ileus""",43
"""36201""","""Diabetic retinopathy NOS""",42
"""99931""","""Oth/uns inf-cen ven cath""",41
"""V4501""","""Status cardiac pacemaker""",41
"""V103""","""Hx of breast malignancy""",40
"""3004""","""Dysthymic disorder""",40
"""03819""","""Staphylcocc septicem NEC""",40
"""2809""","""Iron defic anemia NOS""",40
"""34590""","""Epilep NOS w/o intr epil""",40
"""5715""","""Cirrhosis of liver NOS""",39
"""42832""","""Chr diastolic hrt fail""",39
"""V440""","""Tracheostomy status""",38
"""4271""","""Parox ventric tachycard""",38
"""5723""","""Portal hypertension""",37
"""2948""","""Mental disor NEC oth dis""",37
"""7850""","""Tachycardia NOS""",37
"""25060""","""DMII neuro nt st uncntrl""",37
"""E8498""","""Accident in place NEC""",36
"""42822""","""Chr systolic hrt failure""",36
"""29410""","""Dementia w/o behav dist""",35
"""42732""","""Atrial flutter""",35
"""34982""","""Toxic encephalopathy""",35
"""56400""","""Constipation NOS""",35
"""E9331""","""Adv eff antineoplastic""",34
"""V4511""","""Renal dialysis status""",34
"""0417""","""Pseudomonas infect NOS""",34
"""25040""","""DMII renl nt st uncntrld""",34
"""34830""","""Encephalopathy NOS""",34
"""4210""","""Ac/subac bact endocard""",33
"""78039""","""Convulsions NEC""",33
"""V1046""","""Hx-prostatic malignancy""",33
"""1120""","""Thrush""",33
"""E8781""","""Abn react-artif implant""",32
"""27801""","""Morbid obesity""",32
"""E8782""","""Abn react-anastom/graft""",32
"""3310""","""Alzheimer's disease""",31
"""6930""","""Drug dermatitis NOS""",31
"""0388""","""Septicemia NEC""",31
"""78720""","""Dysphagia NOS""",31
"""27800""","""Obesity NOS""",31
"""V5865""","""Long-term use steroids""",31
"""78552""","""Septic shock""",31
"""1985""","""Secondary malig neo bone""",31
"""570""","""Acute necrosis of liver""",30
"""5722""","""Hepatic encephalopathy""",30
"""42830""","""Diastolc hrt failure NOS""",30
"""03843""","""Pseudomonas septicemia""",30
"""03812""","""MRSA septicemia""",30
"""7904""","""Elev transaminase/ldh""",30
"""56210""","""Dvrtclo colon w/o hmrhg""",29
"""70722""","""Pressure ulcer, stage II""",29
"""4275""","""Cardiac arrest""",29
"""4011""","""Benign hypertension""",29
"""59010""","""Ac pyelonephritis NOS""",29
"""2753""","""Dis phosphorus metabol""",28
"""5789""","""Gastrointest hemorr NOS""",28
"""V441""","""Gastrostomy status""",28
"""58381""","""Nephritis NOS in oth dis""",28
"""99811""","""Hemorrhage complic proc""",27
"""9982""","""Accidental op laceration""",27
"""99812""","""Hematoma complic proc""",27
"""V1254""","""Hx TIA/stroke w/o resid""",27
"""5768""","""Dis of biliary tract NEC""",27
"""5762""","""Obstruction of bile duct""",27
"""07070""","""Hpt C w/o hepat coma NOS""",27
"""42823""","""Ac on chr syst hrt fail""",27
"""4241""","""Aortic valve disorder""",27
"""340""","""Multiple sclerosis""",26
"""04104""","""Enterococcus group d""",26
"""V4365""","""Joint replaced knee""",26
"""78009""","""Other alter consciousnes""",26
"""51889""","""Other lung disease NEC""",26
"""28860""","""Leukocytosis NOS""",26
"""0413""","""Klebsiella pneumoniae""",26
"""V1005""","""Hx of colonic malignancy""",26
"""99674""","""Comp-oth vasc dev/graft""",26
"""30391""","""Alcoh dep NEC/NOS-contin""",25
"""45981""","""Venous insufficiency NOS""",25
"""29680""","""Bipolar disorder NOS""",25
"""59654""","""Neurogenic bladder NOS""",24
"""28800""","""Neutropenia NOS""",24
"""2800""","""Chr blood loss anemia""",24
"""99664""","""React-indwell urin cath""",24
"""70705""","""Pressure ulcer, buttock""",24
"""3659""","""Glaucoma NOS""",24
"""7140""","""Rheumatoid arthritis""",23
"""V4364""","""Joint replaced hip""",23
"""56722""","""Peritoneal abscess""",23
"""V442""","""Ileostomy status""",23
"""6822""","""Cellulitis of trunk""",23
"""48241""","""Meth sus pneum d/t Staph""",22
"""2536""","""Neurohypophysis dis NEC""",22
"""28522""","""Anemia in neoplastic dis""",22
"""33829""","""Chronic pain NEC""",22
"""5781""","""Blood in stool""",22
"""1122""","""Candidias urogenital NEC""",22
"""99681""","""Compl kidney transplant""",22
"""E8780""","""Abn react-org transplant""",22
"""25050""","""DMII ophth nt st uncntrl""",22
"""E8791""","""Abn react-renal dialysis""",22
"""25002""","""DMII wo cmp uncntrld""",22
"""V153""","""Hx of irradiation""",21
"""V433""","""Heart valve replac NEC""",21
"""60001""","""BPH w urinary obs/LUTS""",21
"""5920""","""Calculus of kidney""",21
"""4928""","""Emphysema NEC""",21
"""V4975""","""Status amput below knee""",21
"""56983""","""Perforation of intestine""",21
"""04111""","""Mth sus Stph aur els/NOS""",20
"""56211""","""Dvrtcli colon w/o hmrhg""",20
"""27541""","""Hypocalcemia""",20
"""44024""","""Ath ext ntv art gngrene""",20
"""5853""","""Chr kidney dis stage III""",20
"""5559""","""Regional enteritis NOS""",20
"""5570""","""Ac vasc insuff intestine""",20
"""3569""","""Idio periph neurpthy NOS""",20
"""3441""","""Paraplegia NOS""",19
"""78057""","""Sleep apnea NOS""",19
"""49320""","""Chronic obst asthma NOS""",19
"""59080""","""Pyelonephritis NOS""",19
"""1970""","""Secondary malig neo lung""",19
"""43820""","""Late ef-hemplga side NOS""",19
"""V0980""","""Inf mcr rst ot drg nt ml""",18
"""V443""","""Colostomy status""",18
"""5724""","""Hepatorenal syndrome""",18
"""5589""","""Noninf gastroenterit NEC""",18
"""57420""","""Cholelithiasis NOS""",18
"""7100""","""Syst lupus erythematosus""",18
"""5771""","""Chronic pancreatitis""",18
"""9971""","""Surg compl-heart""",18
"""V4502""","""Status autm crd dfbrltr""",18
"""1125""","""Disseminated candidiasis""",18
"""4821""","""Pseudomonal pneumonia""",18
"""E9342""","""Adv eff anticoagulants""",18
"""41519""","""Pulm embol/infarct NEC""",18
"""V707""","""Exam-clincal trial""",18
"""70714""","""Ulcer of heel & midfoot""",18
"""1983""","""Sec mal neo brain/spine""",18
"""78061""","""Fever in other diseases""",17
"""51882""","""Other pulmonary insuff""",17
"""70707""","""Pressure ulcer, heel""",17
"""70715""","""Ulcer other part of foot""",17
"""5121""","""Iatrogenic pneumothorax""",17
"""25080""","""DMII oth nt st uncntrld""",17
"""99661""","""React-cardiac dev/graft""",17
"""44020""","""Athscl extrm ntv art NOS""",17
"""E8796""","""Abn react-urinary cath""",17
"""7821""","""Nonspecif skin erupt NEC""",16
"""57451""","""Choledochlith NOS w obst""",16
"""5711""","""Ac alcoholic hepatitis""",16
"""42820""","""Systolic hrt failure NOS""",16
"""2752""","""Dis magnesium metabolism""",16
"""3320""","""Paralysis agitans""",16
"""042""","""Human immuno virus dis""",16
"""7907""","""Bacteremia""",16
"""5184""","""Acute lung edema NOS""",16
"""19889""","""Secondary malig neo NEC""",16
"""71590""","""Osteoarthros NOS-unspec""",16
"""2764""","""Mixed acid-base bal dis""",16
"""4148""","""Chr ischemic hrt dis NEC""",16
"""53550""","""Gstr/ddnts NOS w/o hmrhg""",16
"""49121""","""Obs chr bronc w(ac) exac""",16
"""5680""","""Peritoneal adhesions""",16
"""25062""","""DMII neuro uncntrld""",16
"""78830""","""Urinary incontinence NOS""",15
"""4414""","""Abdom aortic aneurysm""",15
"""30390""","""Alcoh dep NEC/NOS-unspec""",15
"""5728""","""Oth sequela, chr liv dis""",15
"""45621""","""Esoph varice oth dis NOS""",15
"""9975""","""Surg compl-urinary tract""",15
"""0383""","""Anaerobic septicemia""",15
"""04185""","""Oth gram negatv bacteria""",15
"""25541""","""Glucocorticoid deficient""",15
"""03840""","""Gram-neg septicemia NOS""",15
"""515""","""Postinflam pulm fibrosis""",15
"""99832""","""Disrup-external op wound""",15
"""3485""","""Cerebral edema""",15
"""78829""","""Oth spcf retention urine""",15
"""4239""","""Pericardial disease NOS""",14
"""V1082""","""Hx-malig skin melanoma""",14
"""99731""","""Ventltr assoc pneumonia""",14
"""43411""","""Crbl emblsm w infrct""",14
"""5533""","""Diaphragmatic hernia""",14
"""E9308""","""Adv eff antibiotics NEC""",14
"""V1083""","""Hx-skin malignancy NEC""",14
"""4940""","""Bronchiectas w/o ac exac""",14
"""261""","""Nutritional marasmus""",14
"""99659""","""Malfunc oth device/graft""",14
"""6827""","""Cellulitis of foot""",14
"""6823""","""Cellulitis of arm""",14
"""452""","""Portal vein thrombosis""",14
"""5750""","""Acute cholecystitis""",14
"""20280""","""Oth lymp unsp xtrndl org""",14
"""5921""","""Calculus of ureter""",14
"""51883""","""Chronic respiratory fail""",14
"""V8741""","""Hx antineoplastic chemo""",14
"""319""","""Intellect disability NOS""",14
"""30393""","""Alcoh dep NEC/NOS-remiss""",14
"""E9320""","""Adv eff corticosteroids""",14
"""3241""","""Intraspinal abscess""",13
"""V4589""","""Post-proc states NEC""",13
"""70720""","""Pressure ulcer,stage NOS""",13
"""73390""","""Bone & cartilage dis NOS""",13
"""70724""","""Pressure ulcer, stage IV""",13
"""25042""","""DMII renal uncntrld""",13
"""07032""","""Hpt B chrn wo cm wo dlta""",13
"""V1581""","""Hx of past noncompliance""",13
"""V422""","""Heart valve transplant""",13
"""5854""","""Chr kidney dis stage IV""",13
"""72400""","""Spinal stenosis NOS""",13
"""27650""","""Volume depletion NOS""",13
"""43889""","""Late effect CV dis NEC""",13
"""42781""","""Sinoatrial node dysfunct""",13
"""V420""","""Kidney transplant status""",13
"""5793""","""Intest postop nonabsorb""",13
"""20410""","""Ch lym leuk wo achv rmsn""",13
"""73028""","""Osteomyelit NOS-oth site""",12
"""V1588""","""Personal history of fall""",12
"""27542""","""Hypercalcemia""",12
"""7885""","""Oliguria & anuria""",12
"""185""","""Malign neopl prostate""",12
"""7242""","""Lumbago""",12
"""34839""","""Encephalopathy NEC""",12
"""70709""","""Pressure ulcer, site NEC""",12
"""56409""","""Constipation NEC""",12
"""E8786""","""Abn reac-organ rem NEC""",12
"""E8859""","""Fall from slipping NEC""",12
"""V454""","""Arthrodesis status""",12
"""42831""","""Ac diastolic hrt failure""",12
"""23875""","""Myelodysplastic synd NOS""",12
"""78551""","""Cardiogenic shock""",12
"""34690""","""Migrne unsp wo ntrc mgrn""",12
"""431""","""Intracerebral hemorrhage""",12
"""2866""","""Defibrination syndrome""",12
"""56981""","""Intestinal fistula""",12
"""7824""","""Jaundice NOS""",12
"""9331""","""Foreign body in larynx""",12
"""4588""","""Hypotension NEC""",12
"""30500""","""Alcohol abuse-unspec""",11
"""34290""","""Unsp hemiplga unspf side""",11
"""20500""","""Ac myl leuk wo achv rmsn""",11
"""78559""","""Shock w/o trauma NEC""",11
"""7245""","""Backache NOS""",11
"""V1051""","""Hx of bladder malignancy""",11
"""51919""","""Trachea & bronch dis NEC""",11
"""7823""","""Edema""",11
"""2738""","""Dis plas protein met NEC""",11
"""4829""","""Bacterial pneumonia NOS""",11
"""6961""","""Other psoriasis""",11
"""5609""","""Intestinal obstruct NOS""",11
"""59970""","""Hematuria NOS""",11
"""5720""","""Abscess of liver""",11
"""9986""","""Persist postop fistula""",11
"""25061""","""DMI neuro nt st uncntrld""",11
"""725""","""Polymyalgia rheumatica""",11
"""99673""","""Comp-ren dialys dev/grft""",11
"""7837""","""Failure to thrive-adult""",11
"""72888""","""Rhabdomyolysis""",11
"""04112""","""MRSA elsewhere/NOS""",11
"""56723""","""Spontan bact peritonitis""",11
"""V4572""","""Acquire absnce intestine""",11
"""29181""","""Alcohol withdrawal""",11
"""V4579""","""Acq absence of organ NEC""",11
"""V1006""","""Hx-rectal & anal malign""",11
"""73313""","""Path fx vertebrae""",11
"""5363""","""Gastroparesis""",11
"""3970""","""Tricuspid valve disease""",11
"""20300""","""Mult mye w/o achv rmson""",11
"""23871""","""Essntial thrombocythemia""",11
"""2630""","""Malnutrition mod degree""",11
"""V1052""","""Hx of kidney malignancy""",10
"""7291""","""Myalgia and myositis NOS""",10
"""04149""","""E.coli infection NEC/NOS""",10
"""79029""","""Abnormal glucose NEC""",10
"""45341""","""Ac DVT/emb prox low ext""",10
"""4820""","""K. pneumoniae pneumonia""",10
"""45182""","""Phlbts sprfc vn up extrm""",10
"""53789""","""Gastroduodenal dis NEC""",10
"""45340""","""Ac DVT/embl low ext NOS""",10
"""V1259""","""Hx-circulatory dis NEC""",10
"""48283""","""Pneumo oth grm-neg bact""",10
"""9999""","""Complic med care NEC/NOS""",10
"""E8700""","""Acc cut/hem in surgery""",10
"""V462""","""Depend-supplement oxygen""",10
"""44023""","""Ath ext ntv art ulcrtion""",10
"""7994""","""Cachexia""",10
"""5780""","""Hematemesis""",10
"""V4976""","""Status amput above knee""",10
"""2867""","""Acq coagul factor defic""",10
"""6929""","""Dermatitis NOS""",10
"""1962""","""Mal neo lymph intra-abd""",10
"""V1011""","""Hx-bronchogenic malignan""",10
"""27669""","""Fluid overload NEC""",10
"""E915""","""FB entering oth orifice""",10
"""57450""","""Choledocholithiasis NOS""",10
"""25063""","""DMI neuro uncntrld""",10
"""04119""","""Other staphylococcus""",10
"""28749""","""Sec thrombocytpenia NEC""",10
"""3481""","""Anoxic brain damage""",10
"""28419""","""Other pancytopenia""",10
"""34831""","""Metabolic encephalopathy""",10
"""51884""","""Acute & chronc resp fail""",10
"""25012""","""DMII ketoacd uncontrold""",10
"""1179""","""Mycoses NEC & NOS""",10
"""7906""","""Abn blood chemistry NEC""",10
"""E8889""","""Fall NOS""",10
"""99669""","""React-int pros devic NEC""",10
"""42821""","""Ac systolic hrt failure""",10
"""5939""","""Renal & ureteral dis NOS""",9
"""56969""","""Colstmy/enteros comp NEC""",9
"""V08""","""Asymp hiv infectn status""",9
"""135""","""Sarcoidosis""",9
"""V4586""","""Bariatric surgery status""",9
"""E9352""","""Adv eff opiates""",9
"""5695""","""Intestinal abscess""",9
"""57400""","""Cholelith w ac cholecyst""",9
"""25041""","""DMI renl nt st uncntrld""",9
"""29570""","""Schizoaffective dis NOS""",9
"""V1255""","""Hx pulmonary embolism""",9
"""5531""","""Umbilical hernia""",9
"""29281""","""Drug-induced delirium""",9
"""4264""","""Rt bundle branch block""",9
"""E8499""","""Accident in place NOS""",9
"""5934""","""Ureteric obstruction NEC""",9
"""E9300""","""Adv eff penicillins""",9
"""4550""","""Int hemorrhoid w/o compl""",9
"""7843""","""Aphasia""",9
"""7856""","""Enlargement lymph nodes""",9
"""11289""","""Candidiasis site NEC""",9
"""5772""","""Pancreat cyst/pseudocyst""",9
"""25043""","""DMI renal uncntrld""",9
"""42842""","""Chr syst/diastl hrt fail""",9
"""1976""","""Sec mal neo peritoneum""",9
"""E8490""","""Accident in home""",9
"""42741""","""Ventricular fibrillation""",9
"""2512""","""Hypoglycemia NOS""",9
"""1978""","""Sec mal neo GI NEC""",9
"""45381""","""Ac embl suprfcl up ext""",8
"""1551""","""Mal neo intrahepat ducts""",8
"""7905""","""Abn serum enzy level NEC""",8
"""V4573""","""Acquired absence kidney""",8
"""501""","""Asbestosis""",8
"""43811""","""Late eff CV dis-aphasia""",8
"""V1204""","""Hx Methicln resist Staph""",8
"""3669""","""Cataract NOS""",8
"""5569""","""Ulceratve colitis unspcf""",8
"""2662""","""B-complex defic NEC""",8
"""79001""","""Drop, hematocrit, precip""",8
"""5303""","""Esophageal stricture""",8
"""4561""","""Esoph varices w/o bleed""",8
"""78900""","""Abdmnal pain unspcf site""",8
"""56729""","""Suppurat peritonitis NEC""",8
"""53085""","""Barrett's esophagus""",8
"""99831""","""Disrup internal op wound""",8
"""71941""","""Joint pain-shlder""",8
"""5718""","""Chronic liver dis NEC""",8
"""V446""","""Urinostomy status NEC""",8
"""V600""","""Lack of housing""",8
"""30560""","""Cocaine abuse-unspec""",8
"""78052""","""Insomnia NOS""",8
"""V427""","""Liver transplant status""",8
"""72886""","""Necrotizing fasciitis""",8
"""99685""","""Compl marrow transplant""",8
"""28981""","""Prim hypercoagulable st""",8
"""8670""","""Bladder/urethra inj-clos""",8
"""E9289""","""Accident NOS""",8
"""7078""","""Chronic skin ulcer NEC""",8
"""V4987""","""Physical restrain status""",8
"""99932""","""Blood inf dt cen ven cth""",8
"""514""","""Pulm congest/hypostasis""",8
"""73027""","""Osteomyelitis NOS-ankle""",8
"""1173""","""Aspergillosis""",8
"""25051""","""DMI ophth nt st uncntrld""",8
"""2410""","""Nontox uninodular goiter""",8
"""99667""","""React-oth int ortho dev""",8
"""5679""","""Peritonitis NOS""",8
"""V6441""","""Lap surg convert to open""",8
"""99682""","""Compl liver transplant""",8
"""25200""","""Hyperparathyroidism NOS""",8
"""99749""","""Oth digestv system comp""",8
"""71690""","""Arthropathy NOS-unspec""",8
"""1623""","""Mal neo upper lobe lung""",8
"""25001""","""DMI wo cmp nt st uncntrl""",8
"""E9288""","""Accident NEC""",8
"""430""","""Subarachnoid hemorrhage""",7
"""7847""","""Epistaxis""",7
"""71106""","""Pyogen arthritis-l/leg""",7
"""48242""","""Meth res pneu d/t Staph""",7
"""V4983""","""Await organ transplnt st""",7
"""78550""","""Shock NOS""",7
"""43491""","""Crbl art ocl NOS w infrc""",7
"""99813""","""Seroma complicting proc""",7
"""03844""","""Serratia septicemia""",7
"""V444""","""Enterostomy status NEC""",7
"""56081""","""Intestinal adhes w obstr""",7
"""99666""","""React-inter joint prost""",7
"""5738""","""Liver disorders NEC""",7
"""5778""","""Pancreatic disease NEC""",7
"""4404""","""Chr tot occl art extrem""",7
"""53019""","""Other esophagitis""",7
"""1570""","""Mal neo pancreas head""",7
"""0549""","""Herpes simplex NOS""",7
"""V1009""","""Hx of GI malignancy NEC""",7
"""28489""","""Aplastic anemias NEC""",7
"""56212""","""Dvrtclo colon w hmrhg""",7
"""99883""","""Non-healing surgcl wound""",7
"""7318""","""Bone involv in oth dis""",7
"""E8792""","""Abn react-radiotherapy""",7
"""4568""","""Varices of other sites""",7
"""V1087""","""Hx of thyroid malignancy""",7
"""4370""","""Cerebral atherosclerosis""",7
"""V641""","""No proc/contraindication""",7
"""25013""","""DMI ketoacd uncontrold""",7
"""E8809""","""Fall on stair/step NEC""",7
"""7840""","""Headache""",7
"""E8783""","""Abn react-external stoma""",7
"""5109""","""Empyema w/o fistula""",7
"""V4611""","""Respirator depend status""",7
"""04102""","""Streptococcus group b""",7
"""V1272""","""Prsnl hst colonic polyps""",7
"""5733""","""Hepatitis NOS""",7
"""30981""","""Posttraumatic stress dis""",7
"""70721""","""Pressure ulcer, stage I""",7
"""7455""","""Secundum atrial sept def""",7
"""03810""","""Staphylcocc septicem NOS""",7
"""25070""","""DMII circ nt st uncntrld""",7
"""70723""","""Pressure ulcer,stage III""",7
"""57410""","""Cholelith w cholecys NEC""",7
"""40310""","""Ben hy kid w cr kid I-IV""",7
"""2819""","""Deficiency anemia NOS""",7
"""V0254""","""Meth resis Staph carrier""",7
"""70712""","""Ulcer of calf""",7
"""V8801""","""Acq absnce cervix/uterus""",7
"""78650""","""Chest pain NOS""",7
"""3379""","""Autonomic nerve dis NEC""",7
"""4580""","""Orthostatic hypotension""",7
"""5307""","""Mallory-weiss syndrome""",7
"""E9305""","""Adv eff cephalosporin""",6
"""1578""","""Malig neo pancreas NEC""",6
"""2113""","""Benign neoplasm lg bowel""",6
"""29530""","""Paranoid schizo-unspec""",6
"""1890""","""Malig neopl kidney""",6
"""V851""","""BMI between 19-24,adult""",6
"""5571""","""Chr vasc insuff intest""",6
"""4242""","""Nonrheum tricusp val dis""",6
"""29590""","""Schizophrenia NOS-unspec""",6
"""29420""","""Demen NOS w/o behv dstrb""",6
"""27549""","""Dis calcium metablsm NEC""",6
"""25052""","""DMII ophth uncntrld""",6
"""0539""","""Herpes zoster NOS""",6
"""V1302""","""Personal history UTI""",6
"""5932""","""Cyst of kidney, acquired""",6
"""449""","""Septic arterial embolism""",6
"""28731""","""Immune thrombocyt purpra""",6
"""9072""","""Late eff spinal cord inj""",6
"""70713""","""Ulcer of ankle""",6
"""V1042""","""Hx-uterus malignancy NEC""",6
"""2689""","""Vitamin D deficiency NOS""",6
"""2883""","""Eosinophilia""",6
"""30501""","""Alcohol abuse-continuous""",6
"""E8785""","""Abn react-limb amputat""",6
"""99702""","""Iatrogen CV infarc/hmrhg""",6
"""V850""","""BMI less than 19,adult""",6
"""V1079""","""Hx-lymphatic malign NEC""",6
"""71105""","""Pyogen arthritis-pelvis""",6
"""1629""","""Mal neo bronch/lung NOS""",6
"""56089""","""Intestinal obstruct NEC""",6
"""33394""","""Restless legs syndrome""",6
"""V4283""","""Trnspl status-pancreas""",6
"""0416""","""Proteus infection NOS""",6
"""57431""","""Choledochlith/ac gb-obst""",6
"""41189""","""Ac ischemic hrt dis NEC""",6
"""1889""","""Malig neo bladder NOS""",6
"""V1301""","""Prsnl hst urnr dsrd calc""",6
"""3694""","""Legal blindness-usa def""",6
"""1561""","""Mal neo extrahepat ducts""",6
"""07030""","""Hpt B acte wo cm wo dlta""",6
"""V5869""","""Long-term use meds NEC""",6
"""73017""","""Chr osteomyelit-ankle""",6
"""5855""","""Chron kidney dis stage V""",6
"""V1041""","""Hx-cervical malignancy""",6
"""56731""","""Psoas muscle abscess""",6
"""2440""","""Postsurgical hypothyroid""",6
"""79311""","""Solitary pulmonry nodule""",6
"""78701""","""Nausea with vomiting""",6
"""45342""","""Ac DVT/emb distl low ext""",6
"""1550""","""Mal neo liver, primary""",6
"""28850""","""Leukocytopenia NOS""",6
"""0088""","""Viral enteritis NOS""",6
"""3331""","""Tremor NEC""",6
"""V5866""","""Long-term use of aspirin""",6
"""33182""","""Dementia w Lewy bodies""",6
"""2518""","""Pancreatic disorder NEC""",6
"""53560""","""Duodenitis w/o hmrhg""",6
"""43882""","""Late ef CV dis dysphagia""",6
"""3314""","""Obstructiv hydrocephalus""",5
"""E9478""","""Adv eff medicinal NEC""",5
"""4400""","""Aortic atherosclerosis""",5
"""44422""","""Lower extremity embolism""",5
"""53010""","""Esophagitis, unspecified""",5
"""70704""","""Pressure ulcer, hip""",5
"""4270""","""Parox atrial tachycardia""",5
"""42843""","""Ac/chr syst/dia hrt fail""",5
"""99762""","""Infection amputat stump""",5
"""73008""","""Ac osteomyelitis NEC""",5
"""78060""","""Fever NOS""",5
"""2853""","""Anemia d/t antineo chemo""",5
"""30550""","""Opioid abuse-unspec""",5
"""E9310""","""Adv eff sulfonamides""",5
"""27739""","""Amyloidosis NEC""",5
"""43310""","""Ocl crtd art wo infrct""",5
"""04109""","""Other streptococcus""",5
"""45382""","""Ac DVT/embl up ext""",5
"""4321""","""Subdural hemorrhage""",5
"""6202""","""Ovarian cyst NEC/NOS""",5
"""4233""","""Cardiac tamponade""",5
"""E8790""","""Abn react-cardiac cath""",5
"""5693""","""Rectal & anal hemorrhage""",5
"""1968""","""Mal neo lymph node-mult""",5
"""53642""","""Gastrostomy comp - mech""",5
"""29040""","""Vascular dementia,uncomp""",5
"""9341""","""Foreign body bronchus""",5
"""44489""","""Arterial embolism NEC""",5
"""99739""","""Respiratory comp NEC""",5
"""3383""","""Neoplasm related pain""",5
"""78079""","""Malaise and fatigue NEC""",5
"""E9479""","""Adv eff medicinal NOS""",5
"""4592""","""Compression of vein""",5
"""72989""","""Muscskel sympt limb NEC""",5
"""56721""","""Peritonitis (acute) gen""",5
"""9092""","""Late effect of radiation""",5
"""1103""","""Dermatophytosis of groin""",5
"""57511""","""Chronic cholecystitis""",5
"""1123""","""Cutaneous candidiasis""",5
"""7210""","""Cervical spondylosis""",5
"""30301""","""Ac alcohol intox-contin""",5
"""30401""","""Opioid dependence-contin""",5
"""5130""","""Abscess of lung""",5
"""72210""","""Lumbar disc displacement""",5
"""E9309""","""Adv eff antibiotic NOS""",5
"""71101""","""Pyogen arthritis-shlder""",5
"""78841""","""Urinary frequency""",5
"""31401""","""Attn deficit w hyperact""",5
"""43813""","""Late eff CV-dysarthria""",5
"""49322""","""Ch obst asth w (ac) exac""",5
"""E912""","""Resp obstr-inhal obj NEC""",5
